FABRICANTE ,ORIGEN,CATEGORIA,ESPECIFICACION,MEDIDA,NOMBRE,ID,STOCK_ACTUAL,STOCK_MINIMO
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,ENGOBE Y ESPIGA,,JUEGO DE JARRA CON 6 VASOS ENGOBE Y ESPIGA,BA00200,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,ESPIGA BLANCO,,JUEGO DE AGUA CON 6 CANTAROS ESPIGA BLANCO,BA00201,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,ESPIGA NEGRA,,JUEGO DE AGUA CON 6 CANTAROS ESPIGA NEGRA,BA00202,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,ENGOBE VERDE,,JUEGO DE AGUA CON 6 CANTAROS ENGOBE VERDE,BA00203,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,,400 ML,CANTARITO LOTERIA HORNEADO 400ML,BA00204,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,,600 ML,CANTARITO LOTERIA HORNEADO 600ML,BA00205,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,,1 LT,TARRO CERVECERO LOTERIA HORNEADA 1LT,BA00206,0,0
VICENTE GUERRA ,DOLORES HIDALGO,BARRO,,700 ML,TARRO CERVECERO LOTERIA HORNEADA 700ML,BA00207,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,45 ML,CANTARITO NATURAL 45ML,BA00208,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,45 ML,CANTARITO ESMALTADO 45ML,BA00209,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,60 ML,CANTARITO NATURAL 60ML,BA00210,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,60 ML,CANTARITO ESMALTADO 60ML,BA00211,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,200 ML,CANTARITO NATURAL 200ML,BA00212,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,200 ML,CANTARITO ESMALTADO 200ML,BA00213,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,300 ML,CANTARITO NATURAL 300ML,BA00214,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,300 ML,CANTARITO ESMALTADO 300ML,BA00215,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,400 ML,CANTARITO NATURAL 400ML,BA00216,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,400 ML,CANTARITO ESMALTADO 400ML,BA00217,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,500 ML,CANTARITO NATURAL 500ML,BA00218,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,500 ML,CANTARITO ESMALTADO 500ML,BA00219,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,600 ML,CANTARITO NATURAL 600ML,BA00220,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,600 ML,CANTARITO ESMALTADO 600ML,BA00221,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,1 LT,CANTARITO NATURAL 1LT,BA00222,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,1 LT,CANTARITO ESMALTADO 1LT,BA00223,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,1 LT.,CANTARITO CON ASA NATURAL 1LT.,BA00224,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,ESMALTADO,1 LT.,CANTARITO CON ASA ESMALTADO 1LT.,BA00225,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,4 LT,CANTARITO NATURAL 4LT,BA00226,0,0
JOSE SEGOVIANO,GUANAJUATO,BARRO,NATURAL,400 ML.,CANTARITO TIPO COPA NATURAL 400ML.,BA00227,0,0
